id,lon,lat,being-away,coherence,scope,fascination,depth_max,depth_min,depth_mean,depth_std,canny_edge,h_mean,h_std,s_mean,s_std,v_mean,v_std,pixel_threshold,pixel_entropy,other,wall,building,sky,floor,tree,road,grass,sidewalk,person,ground,mountain,plant,fence,stone,signboard,sand,runway,bridge,bench, tower,streetlight,pole,land,fountain, tent,animal,bicycle,traffic light,trash can,car,water/river
549,120.2710264,31.48654916,4.17,3.67,4.17,2.67,5.135373,0.71307683,3.056534,1.0580137,63.938,0.31614,0.27953,0.13761,0.2243,0.68383,0.27469,0.70588,7.0767,0.030635834,0.000681877,0.032058716,0.313178062,0.000031471,0.171067238,0.133428574,0.021943092,0.179888725,0.00001,0.008055687,0.00001,0.059797287,0.00001,0.000014305,0.000581741,0.00001,0.00001,0.000205994,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.039982796,0.000415802
555,120.2722694,31.48561892,4.5,4.67,3.83,3.33,5.597743,0.8442759,3.1835325,0.89842796,49.913,0.31254,0.22138,0.23577,0.25039,0.6408,0.30137,0.57647,7.3416,0.032322884,0.005204201,0.006487846,0.180552483,0.00001,0.354160309,0.252833367,0.018618584,0.059969902,0.003605843,0.00787735,0.00001,0.024224281,0.000015259,0.000209808,0.000198364,0.00146389,0.00001,0.00001,0.000655174,0.00001,0.000599861,0.001470566,0.00001,0.004045486,0.00001,0.00001,0.00001,0.00001,0.00001,0.03821659,0.00723362
559,120.2640536,31.48650077,4.33,4.17,3.67,3.17,5.7426167,0.74072176,3.3692029,1.051959,59.716,0.26775,0.23311,0.15499,0.21544,0.7192,0.28074,0.59608,7.1648,0.028917313,0.001202583,0.016036988,0.121342659,0.00001,0.386234283,0.228597641,0.038282394,0.04186821,0.000062943,0.035658836,0.00001,0.062500954,0.002526283,0.00001,0.00001,0.001479149,0.00001,0.00001,0.00001,0.00001,0.000005722,0.000058174,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.034882545,0.00001
565,120.2645099,31.48649741,4.5,4.83,3.83,3.17,8.446238,0.89098966,3.280749,0.9554125,94.289,0.18793,0.14317,0.33606,0.26946,0.59077,0.29689,0.57647,7.5651,0.007457733,0.005923271,0.016700745,0.03776741,0.026173592,0.465971947,0.148528099,0.067731857,0.050933838,0.00001,0.06325531,0.00001,0.030181885,0.000235558,0.00001,0.000005722,0.000386238,0.00001,0.000009537,0.00001,0.00001,0.00001,0.000011444,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.066754341,0.011849403
569,120.2651351,31.48649686,3.33,4.67,5,3.33,4.949492,0.72957337,2.273529,0.8008508,88.342,0.21473,0.19909,0.24193,0.26387,0.55001,0.29195,0.52549,7.7634,0.025527954,0.002131462,0.018069267,0.376037598,0.00001049,0.119971275,0.315338135,0.004693031,0.014312744,0.00001,0.008480072,0.00001,0.064963341,0.000657082,0.00001,0.000658989,0.00001,0.00001,0.00001,0.00733757,0.00001,0.000012398,0.00056839,0.00001,0.007342339,0.00001,0.00001,0.00001,0.00001,0.00001,0.031563759,0.00001
575,120.2659837,31.4862654,3.17,4.33,4.33,3.17,6.9650297,0.7746298,3.6072254,1.4654615,97.667,0.21836,0.1594,0.30365,0.24348,0.45688,0.26069,0.49412,7.8256,0.012639999,0.001016617,0.136559486,0.298668861,0.00001,0.085729599,0.317312241,0.00423336,0.097430229,0.00043869,0.004418373,0.000425339,0.012059212,0.00001,0.00001,0.000003815,0.00001,0.00001,0.00001,0.00001,0.00001,0.000001907,0.000003815,0.00001,0.00001,0.00001,0.00001,0.00001,0.000003815,0.00001,0.022606849,0.00001
579,120.2669237,31.48643789,4.17,4.33,4.17,3.33,5.9924626,0.7917952,3.475196,1.4014794,89.222,0.20476,0.14305,0.33844,0.27416,0.41675,0.27473,0.47843,7.8025,0.016625404,0.001870155,0.036287308,0.331886292,0.00001,0.143410683,0.342515945,0.036582947,0.027681351,0.00001,0.008264542,0.00001,0.016654968,0.000358582,0.000076294,0.002640724,0.00001049,0.00001,0.00001,0.00001,0.00001,0.001531601,0.000245094,0.00001,0.00001,0.00001,0.00001,0.00001,0.000094414,0.00001,0.033232689,0.000030518
585,120.2677571,31.48642013,2.83,2.83,2.83,2.67,6.9993896,0.7837032,3.791523,1.2288889,57.191,0.31099,0.23242,0.21705,0.26151,0.59278,0.3117,0.48627,7.5626,0.057085037,0.024484634,0.129301071,0.235909462,0.00001,0.167722702,0.184503555,0.070469856,0.012072563,0.000115395,0.008112907,0.00001,0.066082001,0.0008564,0.002420425,0.001631737,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.035634041,0.003116608
589,120.2697489,31.48653837,3,3.33,3.5,3,8.188657,0.7838316,2.986536,1.262858,70.633,0.27239,0.25795,0.22026,0.25169,0.5519,0.29735,0.56078,7.8926,0.01044178,0.002519608,0.10312748,0.177822113,0.013008118,0.267006874,0.162443161,0.044481277,0.083442688,0.000001907,0.012907028,0.00001,0.004117966,0.00352478,0.00001,0.001000404,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.10979271,0.000926971
595,120.2712172,31.48623305,4,3.67,4,2.83,5.1674104,0.7331644,2.0856397,0.86521524,43.195,0.29661,0.29682,0.11744,0.19995,0.74432,0.25368,0.57255,6.65,0.028104782,0.00057888,0.005048752,0.314367294,0.00001,0.232453346,0.27041626,0.043995857,0.063538551,0.00001,0.009537697,0.00001,0.000935555,0.000077248,0.00001,0.000879288,0.00001,0.00001,0.00001,0.00001,0.00067997,0.000378609,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.027077675,0.00001
597,120.2710442,31.485692,1,2,1.67,1.33,7.43443,0.84300065,4.0098057,1.2693148,107.238,0.35503,0.27322,0.17397,0.2451,0.54444,0.29069,0.63137,7.5227,0.011440277,0.001279831,0.457589149,0.117089272,0.040216446,0.028639793,0.220717431,0.005393982,0.0795784,0.000285149,0.000500679,0.000679016,0.000869751,0.000663757,0.000868797,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.023637772,0.00001
605,120.2719155,31.48527067,3.33,3.17,3.83,3.17,7.2197814,0.7587946,2.7136052,1.106375,89.621,0.21704,0.13638,0.37995,0.28525,0.35835,0.24766,0.45882,7.6378,0.011320114,0.00001,0.13676548,0.196824074,0.00001,0.178775787,0.260268211,0.054841995,0.087826729,0.00001,0.000150681,0.00001,0.040313721,0.001106262,0.00001,0.000234604,0.00001,0.00001,0.00001,0.00001,0.00001,0.000014305,0.000015259,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.031542778,0.00001
607,120.2715921,31.48571498,3.67,2.67,3.17,3.17,5.5388494,0.7335997,2.4159102,0.80728304,81.651,0.20848,0.16749,0.27533,0.29483,0.52448,0.28936,0.49412,7.7872,0.01834774,0.000409126,0.055193901,0.143800735,0.001761436,0.352478027,0.108701706,0.067557335,0.031830788,0.00001,0.176996231,0.00001,0.024346352,0.000020981,0.00001,0.000092506,0.00001,0.00001,0.00001,0.000349998,0.00001,0.00001,0.000139236,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.017224311,0.00038147
615,120.2640297,31.485498,3.33,3.33,3.33,3.67,5.4250164,0.8958933,3.4207065,1.023513,61.582,0.43767,0.28668,0.13755,0.23243,0.60998,0.29693,0.67451,7.178,0.081645012,0.001292229,0.186784744,0.207732201,0.00001,0.132915497,0.125805855,0.033806801,0.037682533,0.007793427,0.037136078,0.00001,0.083527565,0.00045681,0.000263214,0.000778198,0.000208855,0.00001,0.00001,0.001635551,0.000271797,0.000034332,0.00001,0.00001,0.00001,0.00001,0.000012398,0.030869484,0.00001,0.00001,0.02924347,0.00001
617,120.2639927,31.48491071,2.83,3.83,3.5,3.83,6.959812,0.9145946,4.0448246,1.2958044,63.849,0.26711,0.24282,0.20504,0.26603,0.56961,0.31388,0.6549,7.1854,0.105240822,0.00001049,0.133124352,0.27042675,0.000252724,0.12057209,0.107562066,0.001192093,0.177453995,0.000000954,0.003469467,0.00001,0.027393341,0.000080109,0.00001,0.00001,0.00001,0.00001,0.00001,0.000003815,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.004413605,0.00001,0.00001,0.040747642,0.000044823
625,120.2653377,31.48570442,3.17,2.67,2.67,3,6.15854,0.70823497,2.8902028,0.9408166,76.651,0.35949,0.28936,0.17271,0.24977,0.58917,0.28571,0.67451,7.3462,0.011392593,0.012938499,0.179855346,0.164707184,0.001203537,0.244242668,0.085585594,0.110477448,0.028982162,0.000023842,0.040755272,0.00001,0.021836281,0.000020027,0.000114441,0.00001,0.004969597,0.00001,0.00001,0.00001,0.00001,0.000000954,0.00026989,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.069327354,0.023086548
627,120.2653912,31.48545305,4.83,4.33,4.5,4.83,5.9034963,0.7578111,3.4866471,1.247485,59.109,0.20232,0.19595,0.2343,0.25867,0.59388,0.30487,0.5451,7.3355,0.076235771,0.011037827,0.028711319,0.291481018,0.000143051,0.184594154,0.202581405,0.016793251,0.070801735,0.000971794,0.034183502,0.00001,0.03195858,0.00150013,0.00001,0.001873016,0.002308846,0.00001,0.001968384,0.005601883,0.00001,0.000011444,0.00001,0.00001,0.000041962,0.00001,0.00001,0.00001,0.00001,0.00001,0.033384323,0.00001
635,120.2669568,31.48540856,4.33,4.33,3.67,3.83,7.381893,0.79992944,3.577026,1.1667103,71.501,0.2247,0.17436,0.33477,0.3025,0.48964,0.31922,0.5451,7.5486,0.057425499,0.000391006,0.168544769,0.149049759,0.00001,0.22681427,0.080638886,0.034932137,0.191589355,0.000004768,0.00001,0.00001,0.023819923,0.00001,0.00001,0.005108833,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.000014305,0.00001,0.00001,0.00001,0.00001,0.00001,0.060150147,0.00001
637,120.2686116,31.4859286,4,4.33,4,4,8.266781,0.72382087,3.1145089,1.1113335,53.653,0.19919,0.15762,0.31571,0.28581,0.53968,0.31838,0.52157,7.5588,0.0195961,0.00329113,0.033696175,0.227020264,0.00001,0.246795654,0.351260185,0.020756721,0.0333395,0.00001,0.00113678,0.00001,0.020769119,0.0004673,0.000494957,0.003399849,0.000001907,0.00001,0.000084877,0.00001,0.00001,0.000382423,0.000127792,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.000041962,0.037323952,0.00001
645,120.2691874,31.48583958,2.17,4,3,2.5,7.345671,0.801834,3.752784,1.3096665,34.464,0.2256,0.23168,0.098097,0.10749,0.74735,0.22842,0.6,7.434,0.004734039,0.008367538,0.201786041,0.133611679,0.003174782,0.258213043,0.264196395,0.008672714,0.060573578,0.00001,0.031484604,0.00001,0.00217247,0.00001,0.000038147,0.00001,0.000008583,0.00001,0.002286911,0.00001,0.00001,0.00001,0.000342369,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.019474984,0.000000954
647,120.2697955,31.48584521,3.33,5.33,4.5,3.33,5.863843,0.75439274,2.765658,1.019078,61.795,0.27785,0.24048,0.23733,0.28738,0.48737,0.29958,0.47451,7.556,0.00809288,0.002427101,0.036505699,0.160316467,0.00001,0.309224129,0.349471093,0.011816978,0.046328545,0.001353264,0.004332542,0.00001,0.040995598,0.000152588,0.00001,0.000309944,0.00001,0.00001,0.00001,0.00001,0.00001,0.000016212,0.000161171,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.027928352,0.00001
655,120.2712494,31.48529636,2.5,5.67,4.83,3.83,5.405736,0.74183315,3.1671705,1.3168365,100.299,0.19133,0.11302,0.35529,0.27344,0.43731,0.24452,0.41961,7.7853,0.023844719,0.002176285,0.009496689,0.342752457,0.00001,0.158114433,0.317864418,0.025993347,0.006047249,0.00001,0.000023842,0.000875473,0.062525749,0.000256538,0.00001,0.00001,0.00001,0.00001,0.000387192,0.00001,0.00001,0.00001,0.00001,0.00001,0.002566338,0.00001,0.00001,0.00001,0.00001,0.00001,0.040501595,0.006573677
657,120.271439,31.48542863,1.5,3,2.67,1.83,5.7262764,0.72755075,3.379885,1.3034863,79.288,0.26387,0.22397,0.21543,0.24385,0.54893,0.29726,0.45882,7.848,0.083235741,0.00001,0.171070099,0.295377731,0.000537872,0.047887802,0.154578208,0.087910652,0.093668938,0.00001,0.024104118,0.005543709,0.002025605,0.001356125,0.00001,0.002202988,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.006323814,0.00001
665,120.2689618,31.48471611,3.17,4.67,3.83,3.17,5.1866646,0.7903072,2.7356484,0.8403413,49.728,0.23638,0.20302,0.31296,0.29518,0.45503,0.32627,0.46667,7.5149,0.011247635,0.005540848,0.000004768,0.238622665,0.00001,0.299963951,0.349151611,0.00479126,0.030857086,0.00001,0.033779144,0.00001,0.006793022,0.001663208,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.000025749,0.000019073,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.017539978,0.00001
667,120.2696588,31.48472576,3.17,4.67,3.83,3,5.2168646,0.803423,2.7341843,0.9542436,65.341,0.20655,0.16015,0.36266,0.2892,0.39301,0.30544,0.43922,7.5784,0.005184174,0.00168705,0.00001,0.208688736,0.00001,0.326684952,0.34532547,0.010160446,0.027645111,0.00001,0.047422409,0.000945091,0.002646446,0.00116539,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.000464439,0.000600815,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.018508911,0.00001
675,120.270809,31.48452527,3.67,4.17,2.67,3.17,5.4384594,0.79617506,1.8415673,0.800351,78.755,0.28247,0.23785,0.25197,0.28683,0.40487,0.29359,0.57647,7.531,0.025951385,0.001150131,0.174515724,0.052523613,0.010640144,0.236405373,0.056168556,0.060771942,0.029405594,0.00001,0.082742691,0.00001,0.251032829,0.00001,0.000021935,0.00001,0.00001,0.00001,0.00001,0.001420021,0.00001,0.00001,0.00001,0.00001,0.000444412,0.00001,0.00001,0.00001,0.00001,0.00001,0.014129638,0.000417709
677,120.2708178,31.48501105,4.67,4.5,4.33,4.33,5.6987505,0.8121785,3.267544,1.0106996,97.36,0.20152,0.15784,0.29013,0.24288,0.44151,0.25862,0.4902,7.7035,0.082673073,0.018268585,0.010305405,0.086930275,0.003598213,0.397659302,0.238070488,0.048778534,0.029138565,0.0001297,0.001630783,0.00001,0.005623817,0.021065712,0.000068665,0.000616074,0.006717682,0.00001,0.000301361,0.00001,0.00001,0.001478195,0.001543999,0.00001,0.002303123,0.00001,0.00001,0.00001,0.00001,0.000062943,0.034705162,0.001290321
685,120.2722381,31.48465811,3.17,4.67,4.5,4.17,5.019009,0.8692712,2.222224,0.68973756,53.719,0.34516,0.2612,0.19374,0.27178,0.55898,0.30262,0.6549,7.1758,0.037981987,0.015318871,0.018883705,0.339773178,0.001262665,0.160443306,0.087168693,0.011313438,0.207794189,0.000906944,0.048672676,0.00001,0.030708313,0.00001,0.01099205,0.00242424,0.000012398,0.00001,0.00001,0.00032711,0.00001,0.000013351,0.000025749,0.00001,0.00001,0.00001,0.00001,0.006854057,0.00001,0.00005722,0.00906086,0.000001907
687,120.2638103,31.48383097,4.5,4.5,3.67,3.67,5.0959725,0.8638911,2.8970752,0.7389186,99.031,0.2065,0.17982,0.2507,0.24757,0.54918,0.27107,0.5098,7.7459,0.017320633,0.009402275,0.006341934,0.077937126,0.000005722,0.433972359,0.24183464,0.012784004,0.086661339,0.001558304,0.014709473,0.00001,0.054224014,0.001677513,0.002664566,0.00001,0.00001,0.00001,0.001151085,0.00001,0.00001,0.00008297,0.001461983,0.00001,0.000328064,0.00001,0.00001,0.00001,0.00001,0.00001,0.035155296,0.000607491
695,120.2630486,31.48398247,4.33,4.33,4,3.67,6.3182564,0.7072622,3.3900204,1.4083015,98.22,0.18775,0.12713,0.27728,0.25996,0.55999,0.26775,0.49804,7.8063,0.037138939,0.013887405,0.076159477,0.275030136,0.00001,0.163709641,0.166365623,0.137512207,0.004284859,0.00001,0.00001,0.00001,0.080980301,0.003172874,0.00001,0.001976013,0.001404762,0.00001,0.00001,0.00001,0.00001,0.000279427,0.000050545,0.00001,0.00001,0.00001,0.00001,0.00001,0.000055313,0.00001,0.037289619,0.00001
697,120.2623141,31.48399374,5.17,4.5,3.67,4.17,5.9699497,0.76448834,3.2636223,1.1290886,55.356,0.327,0.26374,0.1831,0.24837,0.54642,0.29458,0.52157,7.4338,0.010706902,0.000004768,0.167942047,0.200741768,0.00001,0.154776574,0.164576531,0.149744034,0.002604485,0.001638412,0.000103951,0.000001907,0.111278534,0.000019073,0.00001,0.001159668,0.00001,0.00001,0.00001,0.00103569,0.00001,0.000258446,0.000037193,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.033366203,0.00001
705,120.2681546,31.48344259,4.17,3.83,4,3.5,5.2337074,0.77790177,2.4606063,1.0013231,49.231,0.30622,0.23225,0.19725,0.23821,0.67716,0.28521,0.50588,7.7403,0.059868813,0.004268646,0.018162727,0.186722755,0.00001,0.325894356,0.237473488,0.03405571,0.044267654,0.00001,0.012473106,0.00001,0.037959099,0.000374794,0.00001,0.003388405,0.00001,0.00001,0.00001,0.00001,0.00001,0.000009537,0.001199722,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.000095367,0.033772469,0.00001
707,120.2686425,31.48335656,3.5,4.17,4.33,3.5,5.6527734,0.8007188,3.2915308,1.1358953,52.668,0.2847,0.23825,0.14282,0.16974,0.76887,0.24054,0.61176,7.3409,0.038010597,0.0038414,0.006673813,0.339756966,0.00001,0.174764633,0.317522049,0.002587318,0.036940575,0.00001,0.027590752,0.00001,0.010829926,0.00489521,0.00001,0.000014305,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.035897255,0.00001
715,120.2677992,31.48295981,2.5,4.33,4.5,3.5,5.7380433,0.7612959,3.105885,1.4101312,34.574,0.47021,0.30336,0.077175,0.15186,0.72216,0.26354,0.71765,6.6679,0.040524483,0.002132416,0.13720417,0.297341347,0.00001,0.053649902,0.382718086,0.003557205,0.033143044,0.000514984,0.005888939,0.001836777,0.00611496,0.00001,0.00001,0.000000954,0.00243187,0.00001,0.000203133,0.00001,0.00001,0.000020981,0.000000954,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.027173042,0.005322456
717,120.2681733,31.48244739,3.83,3.83,3.17,3.33,5.5084686,0.7352448,2.7685378,0.85344493,109.582,0.20619,0.14893,0.2837,0.26069,0.45027,0.2352,0.51765,7.7083,0.036119461,0.003928185,0.041602135,0.11216259,0.00001,0.371188164,0.173996925,0.206488609,0.000165939,0.00001,0.003645897,0.00001,0.009896278,0.004720688,0.00001,0.001131058,0.00001,0.00001,0.000006676,0.00001,0.00001,0.000192642,0.000086784,0.00001,0.000023842,0.00001,0.00001,0.00001,0.00001,0.00001,0.034574509,0.000065804
725,120.2703884,31.48405262,3.5,4.5,4.17,4.33,7.781822,0.7686696,3.8328278,1.3519775,120.721,0.22374,0.14607,0.41914,0.30183,0.56352,0.28284,0.52549,7.8731,0.038171768,0.004894257,0.16311264,0.249814034,0.003752708,0.0887537,0.268553734,0.013887405,0.071504593,0.009320259,0.000000954,0.00001,0.005900383,0.003136635,0.00001,0.000229836,0.00001,0.00001,0.00001,0.00001,0.00001,0.000031471,0.00001,0.00001,0.00001,0.00001,0.00001,0.011888504,0.00003624,0.00001,0.065004349,0.00001
727,120.2708196,31.4840373,3.5,3.83,4,4.5,5.5918283,0.8036217,2.7922816,1.0381943,96.618,0.2067,0.12786,0.3758,0.2713,0.47387,0.29413,0.50588,7.8217,0.010670662,0.007928848,0.01506424,0.160676956,0.000002861,0.329501152,0.321741104,0.001951218,0.064671516,0.000905037,0.008777618,0.00001,0.020475388,0.000961304,0.00001,0.000033379,0.00001,0.00001,0.00001,0.000143051,0.00001,0.000214577,0.000552177,0.00001,0.00001,0.00001,0.00001,0.000656128,0.00001,0.00001,0.055072784,0.00001
735,120.2712551,31.48426674,2.5,3.5,3.83,3.67,5.514164,0.7712585,3.1512892,0.9618608,103.835,0.2031,0.15983,0.30952,0.26334,0.61508,0.26232,0.61176,7.5024,0.050365448,0.001203537,0.02362442,0.356334686,0.012300491,0.153183937,0.136332512,0.020085335,0.110741615,0.000063896,0.00730896,0.00001,0.017090797,0.000000954,0.00001,0.004861832,0.000039101,0.00001,0.00001,0.001536369,0.000035286,0.000163078,0.000360489,0.00001,0.00001,0.00001,0.00001,0.00962162,0.00001,0.000418663,0.056816102,0.000016212
737,120.2721261,31.4842813,2.5,4.17,4.33,3.5,5.3043027,0.78560656,2.8144252,1.1701772,71.742,0.20401,0.19541,0.18633,0.22316,0.74026,0.24722,0.60784,7.2302,0.024326324,0.008905411,0.029610634,0.385402679,0.000022888,0.116526604,0.22672081,0.110470772,0.036952972,0.00001,0.000004768,0.00001,0.010773659,0.006949425,0.00001,0.00001,0.00001,0.00001,0.000007629,0.00001,0.002082825,0.000264168,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.040978431,0.00001
745,120.2726924,31.48401016,3,4.33,4,4.5,5.554483,0.72235733,3.2772362,1.2937757,55.894,0.32434,0.2947,0.11597,0.18317,0.6286,0.26094,0.50196,7.3551,0.01113987,0.00071907,0.029712677,0.283308983,0.00001,0.184481621,0.363173485,0.017307281,0.030254364,0.002210617,0.027380943,0.00001,0.012695313,0.000108719,0.006943703,0.000701904,0.000204086,0.00001,0.00001,0.00001,0.00001,0.000415802,0.0001688,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.026227951,0.00001
747,120.2716321,31.48369869,4,4.33,4.67,4,5.073724,0.76476127,2.38974,0.85912216,83.542,0.29165,0.24746,0.22626,0.26862,0.64022,0.28124,0.58431,7.417,0.03190136,0.00001,0.013212204,0.297290802,0.00001,0.189460754,0.372059822,0.031357765,0.02184391,0.000208855,0.000024796,0.00001,0.001669884,0.000739098,0.00001,0.00096035,0.00001,0.00001,0.00001,0.00001,0.00001,0.001254082,0.001695633,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.02958107,0.00001
755,120.2710945,31.48316205,3.67,4.33,4.17,4.83,5.2383685,0.9557028,2.679527,0.8810939,51.575,0.2503,0.32732,0.058883,0.10165,0.75232,0.20924,0.76078,6.7586,0.009939194,0.0031147,0.052911758,0.325539589,0.003925323,0.156838417,0.35647583,0.004361153,0.029568672,0.000076294,0.000229836,0.000104904,0.019274712,0.000048637,0.00001,0.000577927,0.00001,0.00001,0.00001,0.00001,0.00001,0.001317978,0.000511169,0.00001,0.00001,0.00001,0.00001,0.001087189,0.000026703,0.00001,0.033463478,0.00001
757,120.2716371,31.48305673,3.67,3.33,3,4.33,5.3088927,0.7684659,2.3029308,0.8854141,71.843,0.25,0.21849,0.23532,0.26599,0.5875,0.30316,0.50588,7.4744,0.072997093,0.000340462,0.064300537,0.240620613,0.000274658,0.220584869,0.22709465,0.128965378,0.005395889,0.00001,0.00290966,0.00001,0.002099037,0.000143051,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.000527382,0.000162125,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.033426285,0.00001
765,120.2619571,31.48297654,4.17,4.67,4.83,4.17,5.3030014,0.66115344,2.370533,0.9668841,42.815,0.44556,0.2909,0.13683,0.23303,0.67812,0.27932,0.71373,6.8524,0.137645721,0.008787155,0.153170585,0.294001579,0.00001,0.073671341,0.17598629,0.085080147,0.003465652,0.000715256,0.004993439,0.00001,0.025233269,0.00490284,0.00001,0.000648499,0.00001,0.00001,0.00001,0.00255394,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.029144287,0.00001
767,120.262787,31.48296871,4.67,5,5.5,4,9.017807,0.7125877,3.0419648,1.319344,126.067,0.19064,0.12252,0.26483,0.24677,0.51456,0.23294,0.50196,7.7505,0.104659081,0.021657944,0.182963371,0.264564514,0.00001,0.072075844,0.207259178,0.03608036,0.0141716,0.003537178,0.013044357,0.00001,0.020436287,0.000051498,0.00001,0.00001,0.00001,0.00001,0.000029564,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.017101288,0.00001,0.00001,0.041435242,0.000029564
775,120.2632468,31.4828269,4.17,5.17,5.17,4.33,5.991811,0.79632676,3.3725426,1.143318,109.037,0.19782,0.13055,0.32482,0.25955,0.52466,0.24807,0.46667,7.7248,0.045706749,0.002293587,0.059484482,0.232305527,0.005384445,0.200759888,0.191423416,0.069704056,0.114852905,0.00001,0.006233215,0.00001,0.026516914,0.00001,0.00001,0.00030899,0.00001,0.00001,0.00001,0.000207901,0.000751495,0.001062393,0.000052452,0.00001,0.000124931,0.00001,0.00001,0.00001,0.004401207,0.002227783,0.028802872,0.00001
777,120.2635376,31.48231996,5.17,5,4.67,4.33,6.4316425,0.7557092,2.8787067,1.0934358,62.021,0.221,0.18556,0.21196,0.25016,0.63164,0.27792,0.52157,7.4464,0.022891998,0.00001,0.060286521,0.136490822,0.00001,0.311408043,0.261771202,0.043794632,0.048605919,0.000003815,0.034028053,0.00001,0.007998466,0.01548481,0.002759933,0.000043869,0.001001358,0.00001,0.000009537,0.00001,0.00001,0.00006485,0.000403404,0.00001,0.006724358,0.00001,0.00001,0.00001,0.00001,0.00001,0.034018516,0.006279946
785,120.2655459,31.48257222,2.67,4.5,4.67,3.83,5.209213,0.74367374,3.1480112,1.1322628,79.089,0.28864,0.26619,0.22304,0.28461,0.50661,0.289,0.62353,7.5532,0.02611351,0.000844955,0.038072586,0.367791176,0.00001,0.10052681,0.355928421,0.031155586,0.022159576,0.001775742,0.000967979,0.00001,0.00236702,0.003093719,0.00001,0.004240036,0.00001,0.00001,0.00001,0.000061035,0.00001,0.000006676,0.000063896,0.00001,0.00001,0.00001,0.00001,0.000355721,0.000011444,0.00001,0.043811798,0.00001
787,120.265736,31.48226836,4,4.83,4.17,4.33,6.4226108,0.8320546,2.8640432,1.0082358,71.689,0.30911,0.28554,0.19982,0.27424,0.53225,0.30179,0.63529,7.387,0.043397903,0.00193882,0.032597542,0.362753868,0.00001,0.127506256,0.340611458,0.000451088,0.023164749,0.003307343,0.000833511,0.002105713,0.003757477,0.01568222,0.00001,0.005139351,0.00001,0.00001,0.000007629,0.00001,0.00001,0.000645638,0.000650406,0.00001,0.00001,0.00001,0.00001,0.00001,0.000007629,0.00001,0.03475666,0.00001
795,120.2696881,31.48230056,3,4.17,4.17,3.5,6.645474,0.76758707,3.3915172,1.3161219,37.419,0.35225,0.27277,0.11488,0.19807,0.72583,0.26123,0.72549,6.9696,0.040131569,0.000041962,0.08206749,0.340620041,0.00001,0.078383446,0.196004868,0.070264816,0.10187912,0.00001,0.002619743,0.00001,0.018706322,0.003151894,0.00001,0.006300926,0.00001,0.00001,0.000003815,0.000159264,0.000009537,0.00001,0.00001,0.00001,0.000048637,0.00001,0.00001,0.00001,0.00083065,0.00211525,0.035536766,0.00001
