id,lon,lat,depth_max,depth_min,depth_mean,depth_std,canny_edge,h_mean,h_std,s_mean,s_std,v_mean,v_std,pixel_threshold,pixel_entropy,other,wall,building,sky,floor,tree,road,grass,sidewalk,person,ground,mountain,plant,fence,stone,signboard,sand,runway,bridge,bench, tower,streetlight,pole,land,fountain, tent,animal,bicycle,traffic light,trash can,car,water/river,being_away,coherence,scope,fascination,label
1,120.2681785,31.49388079,6.399497,0.7902081,3.5254517,1.2452115,45.635,0.33486,0.28203,0.14329,0.22406,0.70718,0.26115,0.71765,6.9645,0.051588058,0.001286507,0.111571312,0.230650902,1.00E-05,0.178789139,0.274168014,0.024252892,0.013175011,0.00094986,0.017010689,1.00E-05,0.029183388,0.017216682,1.00E-05,0.000102997,1.91E-06,1.00E-05,0.000476837,0.000148773,0.000200272,4.77E-06,0.000311852,1.00E-05,1.00E-05,1.00E-05,0.000247002,0.012121201,1.00E-05,0.001644135,0.034696579,1.00E-05,3.491778932,4.151338086,4.108647233,3.849986881,-1
2,120.2682087,31.49356212,5.4767094,0.6683687,2.6555932,1.3936946,58.207,0.2671,0.17824,0.31964,0.30333,0.44546,0.32767,0.47843,7.5616,0.030629158,0.005767822,0.267902374,0.123750687,1.00E-05,0.189725875,0.110752106,0.024167061,0.02027607,1.00E-05,0.074018478,1.00E-05,0.045559883,0.000918388,0.000613213,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000386238,0.001028061,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.073664665,1.00E-05,1.00E-05,0.030101776,0.000571251,3.379617929,3.702281041,3.00361889,4.178520926,-1
3,120.2682389,31.49324346,5.580865,0.6777123,2.3895392,1.1667598,49.823,0.43462,0.22064,0.24917,0.17598,0.53992,0.30631,0.51373,7.81,0.03571701,0.002012253,0.287384034,0.132496834,0.001626968,0.108084679,0.153894425,0.013090134,0.045815468,5.72E-06,0.102505684,1.00E-05,0.06649971,0.000736237,0.000840187,0.000794411,0.000905991,1.00E-05,1.00E-05,0.003725052,1.00E-05,0.00014782,0.001464844,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.017516136,1.00E-05,3.82E-06,0.024500847,1.00E-05,2.77266223,3.830041317,2.670003975,4.281638867,-1
4,120.2682412,31.49297588,5.4945173,0.7226565,2.7660015,1.0888757,51.578,0.34956,0.23546,0.22384,0.27256,0.56497,0.30435,0.48627,7.6667,0.012860298,0.009153366,0.289525986,0.097490311,0.074576378,0.167014122,0.119278908,0.023736,0.038513184,1.00E-05,0.025698662,1.00E-05,0.040819168,0.036493301,1.00E-05,9.54E-06,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,8.58E-06,0.000284195,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.029690742,2.00E-05,1.00E-05,0.033784867,1.00E-05,2.618514506,3.893921663,3.16844401,4.042594445,-1
5,120.2682436,31.4927083,7.085224,0.81084406,3.8060527,1.2226083,90.732,0.27553,0.21916,0.18055,0.21924,0.67402,0.25786,0.6549,7.4162,0.075029373,5.63E-05,0.191571236,0.276660919,1.00E-05,0.084197045,0.242318153,0.019300461,0.007328033,0.006528854,0.027688026,1.00E-05,0.030858994,0.000376701,1.00E-05,0.00114727,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000126839,0.001190186,0.000543594,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.035066605,1.00E-05,3.614986982,3.826999613,3.927591032,3.911910233,-1
6,120.2682459,31.49244072,7.8116207,1.0221039,3.0640383,1.4723241,66.244,0.29112,0.2387,0.17943,0.22731,0.70226,0.2596,0.67843,7.2746,0.019979477,0.002519608,0.274043083,0.259678841,0.001514435,0.025627136,0.328271866,0.012028694,0.020887375,0.000459671,3.82E-06,1.00E-05,0.011049271,0.028510094,1.00E-05,0.00014782,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000314713,0.000104904,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.014842033,1.00E-05,2.699079644,3.724323502,3.438657161,4.108053356,4
7,120.2684731,31.49316622,5.4456263,0.84729373,2.764838,0.9541639,61.811,0.31117,0.24275,0.16668,0.20617,0.75415,0.242,0.68235,7.0932,0.049032211,0.001419067,0.040952682,0.137473106,1.00E-05,0.324997902,0.192497254,0.08427906,0.013433456,9.54E-06,0.087434769,0.001592636,0.002607346,0.012476921,0.004496574,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000201225,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.045312881,1.00E-05,3.495096583,3.894294552,3.553021821,4.040027926,1
8,120.2687024,31.49314602,7.2690783,0.7636111,3.2034597,1.4436464,56.984,0.29967,0.24333,0.17658,0.22072,0.73298,0.26155,0.67451,7.103,0.021656036,0.008503914,0.097874641,0.26125145,1.00E-05,0.201306343,0.225576401,0.079732895,0.00893116,0.000105858,0.045788765,1.00E-05,0.024832726,0.002504349,1.00E-05,3.34E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000496864,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.02140522,1.00E-05,3.245134754,3.52438943,3.347659455,3.932871306,1
9,120.2692475,31.49366631,5.855346,0.8056846,2.5515442,1.066268,67.055,0.30117,0.24224,0.16967,0.19658,0.76341,0.23852,0.6902,7.0404,0.037163734,0.010795593,0.083322525,0.29072094,0.001759529,0.185544968,0.144120216,0.043878555,0.049741745,0.000144005,0.092520714,0.000243187,0.010560036,0.00139904,0.033024788,1.00E-05,5.91E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,9.16E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.004265785,0.010614395,3.073889003,3.256435797,3.128780581,4.491675611,2
10,120.2696031,31.49373202,6.547876,0.66446376,3.0945256,1.4118801,88.592,0.30614,0.24573,0.17053,0.21695,0.73189,0.24994,0.68627,7.1887,0.043348312,0.001399994,0.090346336,0.325734138,1.00E-05,0.105210304,0.230974197,0.011898041,0.157245636,1.91E-06,0.000294685,1.00E-05,0.014979362,1.00E-05,1.00E-05,0.00166893,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000152588,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.015778542,1.00E-05,3.162958221,3.681163117,3.638225206,4.364632496,-1
11,120.2699586,31.49379773,5.525753,0.78981173,3.271172,0.95821697,97.205,0.19893,0.13476,0.3827,0.26662,0.41263,0.27884,0.50196,7.6767,0.009618759,0.007102966,0.218550682,0.075510025,5.15E-05,0.253954887,0.12564373,0.071372986,0.092475891,1.00E-05,0.037875175,1.00E-05,0.01871109,0.000705719,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.00130558,1.00E-05,0.001350403,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.084216118,1.00E-05,3.697407643,4.237661629,3.510233101,3.862316594,-1
12,120.2703141,31.49386344,9.481725,0.7511823,4.1990247,1.8151052,93.325,0.27929,0.21338,0.28547,0.29995,0.51836,0.29702,0.4902,7.7965,0.185283661,0.006763458,0.077192307,0.317198753,1.00E-05,0.11502552,0.187777519,0.016178131,0.032339096,1.00E-05,0.015667915,1.00E-05,0.014612198,0.000200272,1.00E-05,1.00E-05,1.00E-05,6.68E-06,1.00E-05,9.54E-07,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.030742645,1.00E-05,3.407295353,3.75730113,3.83998889,4.225019145,-1
13,120.2706697,31.49392915,6.132592,0.83699334,3.106674,1.2970697,60.593,0.27567,0.23469,0.14871,0.19459,0.71688,0.25571,0.67843,7.2646,0.023672104,0.006402016,0.05418396,0.282458305,0.001097679,0.221823692,0.192672729,0.02542305,0.098070145,1.00E-05,0.028204918,1.00E-05,0.023399353,0.002486229,1.00E-05,0.000187874,4.77E-06,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.033603668,0.003422737,3.000031586,4.026728403,3.330008869,4.280408305,1
14,120.2710252,31.49399486,6.212985,0.89841837,3.146414,1.246845,57.371,0.23372,0.17891,0.24541,0.25128,0.61007,0.30352,0.53725,7.646,0.040326118,0.001077652,0.018835068,0.224154472,1.00E-05,0.284154892,0.241188049,0.066754341,0.01609993,1.00E-05,0.059921265,1.00E-05,0.010516167,0.000663757,1.00E-05,0.000155449,4.96E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,6.29E-05,0.000421524,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.034767151,1.00E-05,3.986183041,4.240204937,3.953209199,4.146341948,0
15,120.2711757,31.49396199,5.928476,0.71148866,2.6309888,1.2445124,45.444,0.23797,0.2014,0.20583,0.23371,0.61542,0.28964,0.52549,7.6354,0.023182869,0.005599022,0.084974289,0.292860985,1.00E-05,0.143424988,0.281442643,0.126861572,0.00028038,0.001200676,1.00E-05,1.00E-05,0.002947807,1.81E-05,1.00E-05,0.000309944,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,9.06E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.00033474,1.00E-05,1.00E-05,0.036446572,1.00E-05,3.949822079,4.987284567,4.481382124,4.175094996,-1
16,120.271509,31.49373787,6.3006144,0.68559563,3.6693554,1.3791835,38.273,0.22498,0.19736,0.17125,0.21411,0.65521,0.2803,0.53333,7.5351,0.015426636,0.000489235,0.153064728,0.292964935,1.00E-05,0.081125259,0.299705506,0.01806736,0.100521088,0.001081467,0.000214577,1.00E-05,0.011410713,1.00E-05,1.00E-05,0.000118256,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000130653,7.63E-06,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.021489144,1.34E-05,3.273545447,4.096468081,4.433702637,4.040489493,-1
17,120.2718424,31.49351375,7.338475,0.74028575,3.7464347,1.4696013,36.873,0.26151,0.23121,0.13425,0.18586,0.72831,0.24325,0.56863,7.2487,0.028720856,0.001803398,0.226187706,0.260057449,0.007904053,0.059448242,0.295496941,0.009253502,0.06887722,0.000946045,0.001797676,1.00E-05,0.00748539,0.000362396,0.002027512,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,3.82E-06,3.82E-06,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.027837753,0.000310898,2.518584785,3.663311719,3.862598271,4.069951237,-1
18,120.2721758,31.49328963,7.2012234,0.7813928,3.315005,1.206876,42.597,0.27064,0.24021,0.14006,0.21965,0.70049,0.26481,0.53333,7.2717,0.038050652,9.73E-05,0.054472923,0.272694588,1.00E-05,0.20082283,0.281960487,0.054203987,0.047018051,0.000607491,0.005437851,1.00E-05,0.003218651,0.001358986,0.000562668,0.000883102,1.00E-05,1.00E-05,0.000195503,0.00087738,1.00E-05,1.91E-06,0.00021553,1.00E-05,0.000635147,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.035026551,0.000713348,3.534600017,4.12069776,4.234944006,4.120457731,1
19,120.2722957,31.49316935,7.818625,0.70016813,2.363553,1.1833308,30.986,0.29017,0.25232,0.10924,0.18502,0.75264,0.24335,0.55294,6.8858,0.059256554,0.002882957,0.114883423,0.165193558,0.00031662,0.251559258,0.233450889,0.035222054,0.053508759,0.000102043,0.00144577,1.00E-05,0.000957489,0.000423431,0.000537872,0.00017643,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.039899826,1.00E-05,1.00E-05,0.038661002,1.00E-05,3.490962585,3.966301863,3.753078938,4.243842399,-1
20,120.2723901,31.49283162,9.015847,0.68843985,3.258321,1.5297836,36.344,0.28695,0.23827,0.15996,0.239,0.69175,0.26702,0.52157,7.294,0.041445732,0.000192642,0.079372406,0.31861496,1.00E-05,0.123208046,0.282466888,0.084051132,0.005354881,4.29E-05,0.015831947,1.00E-05,0.011043549,0.002778053,1.00E-05,0.000279427,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.034783364,1.00E-05,3.901385973,4.133636041,4.16180952,4.370724213,-1
21,120.2723876,31.49251238,6.1515813,0.76046497,3.3725727,1.1879383,54.356,0.28056,0.22253,0.27317,0.29391,0.54209,0.314,0.52157,7.5645,0.016946793,0.002578735,0.112869263,0.227592468,1.53E-05,0.214795113,0.206519127,0.061102867,0.046660423,1.00E-05,0.022242546,1.00E-05,0.013894081,0.000430107,1.00E-05,0.000581741,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.071895599,1.00E-05,3.639576862,3.880118208,3.726850413,4.324737645,-1
22,120.2723851,31.49219312,5.91233,0.7565576,2.91884,1.0868187,55.568,0.26894,0.24016,0.20013,0.2575,0.5383,0.28427,0.47059,7.5852,0.071354866,0.007534981,0.141869545,0.123620987,1.00E-05,0.268437385,0.216682434,0.049185753,0.011561394,1.00E-05,0.044142723,1.00E-05,0.012386322,0.001171112,1.00E-05,0.002202988,1.00E-05,1.00E-05,1.00E-05,3.15E-05,1.00E-05,0.001193047,3.43E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.72E-05,1.00E-05,1.00E-05,0.04561615,1.00E-05,3.757403241,4.115815508,3.386192096,3.963176674,-1
23,120.2723827,31.49187387,6.033537,0.7537383,3.4697683,1.2334896,74.066,0.32093,0.25639,0.18731,0.252,0.64602,0.29426,0.54118,7.6984,0.013591766,0.007302284,0.075714111,0.197402954,1.00E-05,0.260988235,0.271965027,0.059955597,0.019580841,1.00E-05,0.04597187,1.00E-05,0.00378418,0.000320435,1.00E-05,0.002076149,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000213623,2.86E-06,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.003875732,1.00E-05,1.00E-05,0.036342621,2.10E-05,2.67001521,4.499979275,4.000000462,4.031340396,2
24,120.268871,31.49312566,7.2297244,0.8170997,4.011131,1.3318776,82.993,0.26014,0.20282,0.27918,0.2802,0.47739,0.30241,0.45882,7.8101,0.047876358,0.000897408,0.116641998,0.239073753,1.62E-05,0.174543381,0.252892495,0.071196556,0.015989304,0.00513649,0.010051727,1.00E-05,0.022959709,0.000799179,0.003842354,0.000771523,1.00E-05,1.00E-05,1.24E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000210762,1.00E-05,1.00E-05,0.036907196,2.38E-05,3.400898236,3.566737153,3.882414149,4.065174679,-1
25,120.268859,31.49331853,6.648121,0.6830007,2.4588568,1.1510218,86.857,0.27329,0.21573,0.18337,0.25086,0.64137,0.29347,0.56863,7.6753,0.054648399,0.010250092,0.212042808,0.134821892,0.005311966,0.185614586,0.136075974,0.017612457,0.064733505,0.012992859,0.083820343,1.00E-05,0.019979477,0.001592636,1.00E-05,0.000905991,1.91E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,9.63E-05,0.001205444,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.01157093,1.00E-05,1.00E-05,0.044782639,1.00E-05,3.31165532,3.765110631,3.18798619,4.200131907,-1
26,120.268847,31.4935114,8.6615715,0.76930594,3.3548002,1.4647495,77.629,0.44042,0.31192,0.12038,0.2128,0.64748,0.26943,0.67059,7.4118,0.072954178,0.001171112,0.180348397,0.084058762,0.008203506,0.249530792,0.120073318,0.003614426,0.190122604,0.000109673,0.006547928,1.00E-05,0.005527496,0.000888824,1.00E-05,0.000717163,1.00E-05,1.00E-05,1.00E-05,0.001275063,1.00E-05,0.000132561,0.000628471,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.019019127,1.00E-05,2.86E-06,0.047555923,1.00E-05,2.794589774,3.43156817,3.420951715,3.996030695,-1
27,120.2687843,31.49356992,5.230837,0.87482095,2.7509294,0.7846532,37.86,0.5231,0.29248,0.066178,0.15056,0.71817,0.24993,0.72549,6.7346,0.041688919,0.0028162,0.025452614,0.190494537,0.000110626,0.304273605,0.300154686,0.035851479,0.022624969,9.54E-07,0.005460739,1.00E-05,0.028737068,0.003006935,1.00E-05,0.001469612,0.000201225,1.00E-05,1.00E-05,5.25E-05,1.00E-05,0.000184059,0.000887871,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,6.68E-06,1.00E-05,0.035747529,1.00E-05,4.088101499,4.285751498,4.029536529,4.410003294,1
28,120.268706,31.49354772,6.909725,0.7953074,3.7673826,1.4711741,69.484,0.37896,0.28948,0.095915,0.16624,0.68549,0.25183,0.69412,7.1829,0.03036499,0.001924515,0.080462456,0.264428139,1.00E-05,0.174617767,0.333134651,0.041753769,0.007530212,1.00E-05,0.008670807,1.00E-05,0.009365082,0.002079964,1.00E-05,7.44E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000486374,0.000812531,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000126839,0.043970108,1.00E-05,3.502264753,4.044039942,3.966245418,4.128080578,-1
29,120.2686633,31.49348063,8.093563,0.84897447,4.3397884,1.3315248,75.834,0.42687,0.28224,0.11279,0.18026,0.65086,0.26965,0.66275,7.4329,0.007799149,0.003531456,0.150557518,0.250404358,1.00E-05,0.140617371,0.300944328,0.052188873,0.007624626,1.00E-05,0.001185417,1.00E-05,0.013438225,1.00E-05,1.00E-05,0.00058651,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.34E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000163078,1.00E-05,0.07094574,1.00E-05,3.253829892,4.026984958,4.097914381,3.864031579,-1
30,120.2691742,31.49313757,5.8622704,0.84704846,2.7554038,1.1329879,79.375,0.41181,0.27467,0.16211,0.2283,0.64555,0.29387,0.65882,7.3442,0.077612877,0.004631042,0.045282364,0.107420921,1.00E-05,0.357264519,0.115820885,0.092250824,0.002650261,1.00E-05,0.118659973,1.00E-05,0.036535263,0.001235962,1.00E-05,3.82E-06,0.002228737,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000572205,0.000112534,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.037595749,1.91E-05,3.847724887,3.346951006,3.058480648,4.410690479,0
31,120.2693224,31.49308812,8.728633,0.7364786,3.141371,1.1596671,69.01,0.23567,0.18971,0.23096,0.2471,0.52797,0.30629,0.5451,7.7155,0.059568405,0.00135231,0.273470879,0.060685158,0.002645493,0.226765633,0.169808387,0.00305748,0.091855049,8.30E-05,0.022706032,1.00E-05,0.022482872,0.005196571,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000829697,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,6.68E-06,0.047534943,1.00E-05,3.276356224,4.066580866,3.211020766,3.890026596,-1
32,120.2693591,31.49296477,7.698228,0.76463056,3.3775637,1.2263579,59.668,0.29872,0.23304,0.21366,0.26113,0.58594,0.31535,0.5451,7.6059,0.056859016,1.00E-05,0.311746597,0.165663719,0.002896309,0.10099411,0.199652672,0.000962257,0.037460327,0.004266739,0.048496246,1.00E-05,0.005320549,0.001504898,1.00E-05,0.00063324,0.0001297,1.00E-05,4.77E-06,1.00E-05,1.00E-05,9.82E-05,0.000818253,1.00E-05,0.002073288,1.00E-05,1.00E-05,0.005537987,1.00E-05,0.000593185,0.041995048,0.003715515,2.764554976,3.706076116,3.316867767,4.065295362,-1
33,120.2693281,31.49262856,5.922921,0.8043152,2.945493,0.8459901,68.994,0.27894,0.2272,0.1965,0.22507,0.63102,0.28391,0.54118,7.5859,0.039013863,0.005674362,0.315369606,0.073003769,1.00E-05,0.150042534,0.182141304,0.131400108,0.006340981,1.00E-05,0.004270554,1.00E-05,0.035674095,0.010191917,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.00034523,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,5.91E-05,1.00E-05,1.00E-05,0.046237946,1.00E-05,3.669941498,4.170044031,3.16999395,3.96240649,-1
34,120.2579884,31.49294435,9.987539,0.8569258,3.8599315,1.9365454,85.331,0.42922,0.28947,0.12129,0.18929,0.57876,0.28362,0.65098,7.3417,0.102846146,0.007409096,0.459834099,0.119558334,0.009572029,0.001543999,0.159438133,1.00E-05,0.058290482,0.00453186,0.030376434,1.00E-05,1.00E-05,0.004348755,0.001376152,1.00E-05,0.000296593,1.00E-05,0.000281334,1.00E-05,1.00E-05,0.000492096,0.000144958,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.008366585,1.00E-05,1.00E-05,0.019378662,1.00E-05,1.967782268,2.704614573,2.617562955,3.966858199,-1
35,120.2583065,31.49294251,9.846516,0.93685436,4.002761,1.4116148,67.519,0.41243,0.28767,0.14396,0.21319,0.54583,0.29607,0.63137,7.3798,0.225893974,0.003762245,0.415895462,0.117054939,0.076417923,0.001358032,0.048012734,9.54E-07,0.048519135,1.00E-05,0.025234222,0.000805855,0.000247955,0.015529632,9.54E-07,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,4.67E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000593185,1.00E-05,1.00E-05,0.015997887,1.00E-05,1.83904318,2.538321667,2.456393138,3.926761577,-1
36,120.2586245,31.49294068,9.880074,0.6806647,3.5433939,1.7915001,60.395,0.29821,0.2306,0.24162,0.27586,0.44195,0.31057,0.45882,7.7432,0.023275375,0.012081146,0.372758865,0.181030273,0.009860992,0.023179054,0.199932099,1.43E-05,0.062782288,1.00E-05,0.090371132,5.72E-06,0.004293442,1.00E-05,0.000139236,1.05E-05,0.000441551,6.96E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.011747361,1.00E-05,2.488674081,3.094767758,2.611753679,4.043580888,-1
37,120.2589426,31.49293884,9.981128,0.7426736,3.678602,2.0334182,98.251,0.38645,0.28442,0.13057,0.19983,0.58339,0.27931,0.65882,7.3675,0.012438774,0.001929283,0.424111366,0.145572662,0.008370399,0.006040573,0.246848107,2.48E-05,0.021635056,9.54E-07,0.104375839,1.00E-05,0.003481865,1.00E-05,1.00E-05,1.91E-06,1.00E-05,1.00E-05,1.00E-05,3.81E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.023406029,1.00E-05,2.261951924,3.000413967,3.109038988,3.999927869,-1
38,120.2590069,31.49235907,9.63457,0.68655217,3.7425625,1.7845502,97.315,0.43165,0.28029,0.11978,0.18915,0.61721,0.28831,0.67451,7.2781,0.015530586,1.00E-05,0.367230415,0.216750145,0.003890991,0.009772301,0.26961422,0.009705544,0.047608376,1.00E-05,0.020348549,1.00E-05,0.001879692,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.86E-06,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.86E-06,1.00E-05,1.00E-05,0.028836251,1.00E-05,2.406583023,3.497153118,3.318582133,4.11146866,-1
39,120.2592414,31.49230275,7.2376227,0.7561863,3.9021056,1.1615138,73.517,0.43102,0.27187,0.13534,0.2045,0.64467,0.27797,0.67451,7.4068,0.019954681,5.72E-06,0.21750164,0.191038132,0.003661156,0.15318203,0.312376022,0.007000923,0.012201309,1.14E-05,0.021541595,1.00E-05,0.013547897,1.62E-05,1.00E-05,0.00078392,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000180244,0.000149727,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.046320915,1.00E-05,3.20071993,3.677470197,3.510974226,3.956301848,4
40,120.2596137,31.49232529,9.253928,0.797127,3.4783468,1.4242907,101.87,0.44356,0.28371,0.11057,0.18276,0.62015,0.28624,0.67843,7.2526,0.038038254,0.001725197,0.161584854,0.222649574,1.00E-05,0.150421143,0.250352859,0.053421974,0.004153252,1.00E-05,0.02215004,1.00E-05,0.039877892,0.000915527,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000238419,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000440598,0.053827286,0.000201225,3.274267356,3.976975679,3.633305633,3.889990708,-1
41,120.2596776,31.49236576,5.0175276,0.7041866,2.492804,0.7176127,84.992,0.44345,0.2724,0.11892,0.19925,0.65273,0.28523,0.67451,7.2776,0.012732506,0.000678062,0.021561622,0.176253319,0.000155449,0.360244751,0.173740387,0.047282219,7.63E-06,1.00E-05,0.061928749,1.00E-05,0.101369858,0.0029459,1.00E-05,1.00E-05,9.54E-06,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000502586,0.000190735,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.035810471,1.00E-05,4.370848893,4.00827008,3.542249653,4.895188424,0
42,120.2597462,31.49253805,5.521902,0.71124345,2.6582248,0.8311996,81.619,0.44506,0.27178,0.12454,0.20354,0.65579,0.28395,0.67843,7.2939,0.04850769,0.000109673,0.009291648,0.187930107,1.00E-05,0.317051888,0.271326065,0.068303108,0.007204056,1.00E-05,0.000173569,1.00E-05,0.047512054,0.003112793,1.00E-05,0.000180244,0.000321388,1.00E-05,1.34E-05,1.00E-05,0.001164436,4.67E-05,8.30E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.036862373,1.00E-05,4.282976739,4.321931854,4.125268374,4.550973295,-1
43,120.2590634,31.49210535,5.113361,0.7878774,2.5508752,0.6635521,87.34,0.3463,0.25029,0.15254,0.20569,0.60166,0.2983,0.63529,7.4192,0.012800217,0.000267029,0.011948586,0.08883667,6.68E-06,0.444561958,0.183584213,0.126536369,0.017578125,1.00E-05,0.044621468,1.00E-05,0.015465736,0.00021553,0.00032711,5.05E-05,0.001047134,1.00E-05,1.00E-05,1.91E-06,1.00E-05,1.00E-05,0.000294685,0.000185966,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.03410244,0.017338753,4.33011145,4.330108364,3.499996727,4.598821051,0
